user_id,age,gender,country,account_age_months,subscription_type,monthly_fee,payment_method,primary_device,devices_used,favorite_genre,avg_watch_time_minutes,watch_sessions_per_week,binge_watch_sessions,completion_rate,rating_given,content_interactions,recommendation_click_rate,days_since_last_login,churned,gender_code,is_anomaly,anomaly_score,predicted_gender,correct_prediction,prediction_uncertainty
U103025,43,Female,France,25,Standard,7.99,UPI,Tablet,1,Drama,203,19,14,84,3.4,15,77,36,Yes,1,False,0,Female,True,0.21999999999999997
U127391,64,Other,USA,11,Basic,12.99,Debit Card,Mobile,2,Action,206,5,10,88,2.9,19,3,9,Yes,2,False,1,Other,True,0.27
U113970,18,Male,Canada,57,Premium,15.99,PayPal,Tablet,3,Sci-Fi,37,6,14,82,2.9,2,59,8,No,0,False,2,Male,True,0.29000000000000004
U102116,31,Female,Germany,17,Standard,15.99,UPI,Mobile,1,Documentary,221,5,7,88,4.0,24,42,20,No,1,False,0,Female,True,0.29000000000000004
U144218,53,Male,Australia,53,Premium,12.99,UPI,Smart TV,1,Action,284,16,3,85,3.8,40,23,1,No,0,False,1,Male,True,0.26
U118633,34,Male,India,57,Premium,7.99,Debit Card,Smart TV,2,Sci-Fi,151,10,0,97,4.8,6,30,16,No,0,False,0,Male,True,0.16000000000000003
U107920,58,Female,India,48,Premium,15.99,Debit Card,Smart TV,1,Action,98,2,8,77,1.8,33,30,22,No,1,False,0,Female,True,0.21999999999999997
U131122,31,Female,UK,49,Basic,7.99,Credit Card,Mobile,3,Action,192,9,6,83,1.1,27,71,4,Yes,1,False,0,Female,True,0.24
U107342,21,Female,USA,11,Basic,15.99,UPI,Laptop,1,Documentary,92,7,1,94,4.1,3,71,24,No,1,False,1,Female,True,0.22999999999999998
U122167,51,Male,Canada,50,Premium,7.99,UPI,Tablet,2,Sci-Fi,112,7,6,97,2.3,3,26,11,No,0,False,0,Male,True,0.22999999999999998
U114131,43,Other,UK,21,Standard,7.99,Debit Card,Tablet,3,Drama,240,4,4,83,3.2,1,49,10,No,2,False,0,Female,False,0.54
U102868,37,Other,Japan,43,Basic,7.99,UPI,Smart TV,2,Drama,55,8,4,67,5.0,23,42,44,Yes,2,False,0,Other,True,0.26
U103653,62,Female,Canada,33,Basic,7.99,UPI,Laptop,3,Documentary,273,1,10,99,3.5,39,66,7,No,1,True,3,Female,True,0.28
U121994,26,Female,India,40,Standard,15.99,UPI,Smart TV,1,Romance,33,14,11,42,3.7,26,19,19,No,1,False,0,Female,True,0.65
U122371,27,Other,Australia,3,Basic,7.99,Debit Card,Laptop,1,Documentary,241,5,2,83,2.5,8,65,41,No,2,False,0,Other,True,0.27
U126473,21,Female,USA,56,Basic,12.99,PayPal,Laptop,3,Horror,17,5,14,53,2.4,26,72,23,No,1,False,0,Female,True,0.30000000000000004
U109736,28,Male,France,55,Premium,7.99,PayPal,Mobile,2,Romance,235,5,6,55,4.6,11,98,28,No,0,False,0,Male,True,0.20999999999999996
U149793,31,Other,USA,33,Standard,7.99,PayPal,Smart TV,3,Horror,222,17,0,35,4.9,30,59,22,No,2,False,0,Other,True,0.19999999999999996
U126600,46,Male,Brazil,35,Basic,12.99,UPI,Tablet,3,Drama,114,16,2,52,2.9,13,22,38,No,0,False,0,Male,True,0.56
U125541,58,Female,Spain,18,Standard,7.99,Debit Card,Laptop,1,Horror,267,14,14,61,4.6,0,68,47,No,1,False,1,Male,False,0.5700000000000001
U138905,26,Male,Australia,40,Standard,12.99,UPI,Smart TV,2,Thriller,194,13,9,88,1.3,31,55,45,No,0,False,0,Male,True,0.62
U115085,47,Female,Canada,10,Premium,7.99,Credit Card,Mobile,1,Horror,289,9,3,48,4.1,2,71,59,Yes,1,True,3,Female,True,0.17000000000000004
U140412,33,Other,France,38,Premium,7.99,PayPal,Laptop,2,Action,207,10,9,54,1.0,11,82,26,No,2,False,0,Other,True,0.55
U118278,58,Male,UK,23,Premium,15.99,Debit Card,Mobile,1,Sci-Fi,143,18,12,96,1.3,10,61,36,No,0,False,0,Male,True,0.18000000000000005
U118289,37,Male,USA,47,Premium,15.99,UPI,Laptop,2,Action,85,17,9,82,5.0,13,5,53,No,0,False,0,Male,True,0.24
U102969,38,Male,Germany,6,Standard,7.99,PayPal,Mobile,2,Horror,289,1,12,96,2.2,5,20,23,No,0,True,3,Male,True,0.25
U128556,25,Male,India,51,Standard,15.99,PayPal,Mobile,2,Thriller,27,10,3,56,3.6,44,95,26,No,0,False,1,Male,True,0.17000000000000004
U106835,18,Other,Japan,11,Basic,15.99,Debit Card,Laptop,3,Comedy,73,2,7,82,4.6,1,87,33,No,2,False,2,Other,True,0.16000000000000003
U145467,21,Other,Brazil,32,Standard,7.99,UPI,Smart TV,3,Comedy,115,14,14,42,1.8,4,69,8,No,2,False,0,Other,True,0.6
U113579,34,Male,Spain,21,Basic,7.99,Credit Card,Laptop,1,Comedy,278,6,0,55,4.1,1,85,24,No,0,False,0,Male,True,0.28
U132128,35,Female,India,54,Basic,12.99,Credit Card,Smart TV,1,Sci-Fi,203,9,11,47,4.7,27,73,22,No,1,False,0,Female,True,0.30000000000000004
U123443,48,Male,Brazil,13,Premium,15.99,PayPal,Laptop,1,Sci-Fi,28,4,10,57,4.7,19,56,40,Yes,0,False,0,Male,True,0.27
U100144,59,Male,USA,43,Standard,12.99,Credit Card,Smart TV,1,Thriller,189,1,13,88,4.5,22,36,33,No,0,False,0,Male,True,0.24
U129706,26,Male,France,29,Standard,12.99,PayPal,Tablet,3,Drama,56,19,14,51,2.4,48,74,38,No,0,False,0,Other,False,0.5800000000000001
U109877,58,Female,Canada,34,Basic,12.99,PayPal,Smart TV,2,Sci-Fi,230,14,13,76,1.3,7,17,4,No,1,False,0,Female,True,0.18000000000000005
U117581,39,Other,Brazil,14,Standard,15.99,Credit Card,Smart TV,1,Sci-Fi,197,19,0,59,2.1,49,46,37,No,2,False,0,Other,True,0.22999999999999998
U133251,18,Male,Australia,15,Standard,15.99,Debit Card,Tablet,2,Sci-Fi,195,13,9,56,1.9,14,23,19,Yes,0,False,0,Male,True,0.26
U116344,49,Female,Canada,35,Standard,15.99,Debit Card,Mobile,2,Action,31,6,3,99,1.7,1,49,46,No,1,False,0,Female,True,0.24
U124103,20,Female,India,34,Standard,7.99,UPI,Smart TV,3,Romance,35,7,7,95,4.1,30,57,42,No,1,False,0,Female,True,0.27
U147234,32,Female,UK,13,Standard,12.99,Debit Card,Laptop,1,Romance,267,7,7,58,5.0,30,46,46,Yes,1,False,0,Female,True,0.29000000000000004
U104622,21,Other,Canada,56,Basic,12.99,Credit Card,Mobile,2,Sci-Fi,150,5,4,69,2.2,42,93,34,Yes,2,False,0,Other,True,0.27
U140552,54,Female,Japan,48,Standard,7.99,PayPal,Smart TV,1,Documentary,135,19,10,48,2.3,25,40,53,No,1,False,0,Female,True,0.29000000000000004
U101253,46,Female,Japan,23,Basic,15.99,PayPal,Mobile,1,Action,269,19,0,38,4.4,32,52,18,No,1,False,0,Female,True,0.22999999999999998
U113075,51,Female,Spain,21,Standard,15.99,Credit Card,Smart TV,2,Drama,151,18,2,72,4.9,11,1,3,No,1,False,0,Female,True,0.25
U128364,25,Other,USA,34,Standard,15.99,UPI,Laptop,3,Action,174,19,14,64,2.8,31,74,54,Yes,2,False,0,Other,True,0.25
U107143,49,Male,Canada,48,Premium,15.99,Credit Card,Laptop,1,Romance,105,17,13,92,1.9,25,56,13,Yes,0,False,0,Female,False,0.61
U117838,33,Other,Germany,47,Standard,12.99,Debit Card,Mobile,1,Thriller,251,18,2,98,4.9,26,48,3,No,2,False,0,Female,False,0.64
U131492,49,Male,Brazil,2,Basic,12.99,Credit Card,Smart TV,1,Action,247,5,13,92,1.5,20,46,1,No,0,False,0,Male,True,0.15000000000000002
U130168,44,Female,India,11,Basic,12.99,PayPal,Tablet,2,Horror,56,16,12,67,3.2,23,2,1,No,1,False,0,Female,True,0.16000000000000003
U141840,43,Female,Brazil,29,Standard,15.99,UPI,Mobile,1,Romance,182,12,8,79,3.9,48,6,55,Yes,1,False,0,Female,True,0.28
U140084,63,Female,Germany,49,Premium,12.99,Credit Card,Laptop,1,Sci-Fi,140,14,0,95,3.1,42,42,13,No,1,False,0,Female,True,0.18999999999999995
U112800,19,Male,Canada,52,Premium,15.99,UPI,Laptop,3,Sci-Fi,38,7,13,72,3.0,20,1,48,No,0,False,1,Male,True,0.20999999999999996
U106194,40,Male,Canada,8,Basic,7.99,PayPal,Smart TV,2,Comedy,182,18,0,88,4.3,19,65,8,No,0,False,0,Female,False,0.6
U113685,33,Other,Brazil,43,Standard,12.99,Credit Card,Smart TV,3,Comedy,151,15,12,63,4.1,23,9,29,No,2,False,0,Other,True,0.30000000000000004
U123379,64,Male,Japan,39,Basic,15.99,Debit Card,Smart TV,2,Horror,47,18,2,38,2.7,32,78,2,No,0,False,0,Male,True,0.30000000000000004
U127063,35,Female,Germany,5,Standard,7.99,Debit Card,Tablet,3,Action,32,7,12,39,3.3,36,98,18,No,1,False,1,Female,True,0.16000000000000003
U134162,31,Female,Canada,23,Basic,12.99,Credit Card,Smart TV,3,Drama,248,6,10,67,4.1,18,42,17,No,1,False,0,Female,True,0.25
U145520,63,Female,UK,47,Standard,7.99,PayPal,Smart TV,1,Romance,247,15,9,51,1.1,25,7,52,No,1,False,1,Female,True,0.65
U116542,58,Other,Germany,47,Basic,15.99,PayPal,Smart TV,3,Horror,58,6,0,51,2.0,32,24,50,No,2,False,0,Male,False,0.6
U114563,64,Male,Canada,31,Premium,15.99,Debit Card,Tablet,3,Thriller,256,17,10,35,1.9,13,94,1,No,0,True,4,Female,False,0.6
U126765,25,Female,France,25,Standard,7.99,PayPal,Mobile,1,Documentary,206,14,9,51,4.9,45,69,35,No,1,False,0,Female,True,0.25
U149615,57,Female,USA,51,Standard,15.99,Debit Card,Smart TV,2,Horror,238,3,10,92,3.4,31,76,15,No,1,False,0,Female,True,0.25
U110853,18,Male,UK,32,Premium,15.99,Debit Card,Laptop,3,Comedy,47,16,7,92,4.9,48,89,17,No,0,False,2,Male,True,0.30000000000000004
U129180,41,Male,Australia,53,Basic,15.99,Debit Card,Laptop,3,Thriller,132,7,11,34,3.8,12,51,58,No,0,False,0,Male,True,0.22999999999999998
U139362,60,Female,Australia,17,Basic,15.99,PayPal,Mobile,2,Thriller,158,13,8,61,4.6,29,14,9,No,1,False,0,Female,True,0.26
U138959,56,Male,France,45,Basic,12.99,PayPal,Tablet,3,Horror,36,16,1,98,1.9,37,54,45,No,0,False,0,Male,True,0.63
U112371,56,Other,Japan,12,Basic,7.99,Debit Card,Laptop,2,Documentary,26,5,0,33,1.3,7,11,42,Yes,2,False,2,Other,True,0.29000000000000004
U144509,50,Female,India,49,Basic,12.99,Debit Card,Tablet,3,Thriller,85,12,4,33,1.1,39,41,54,No,1,False,0,Female,True,0.65
U128232,30,Other,France,39,Basic,15.99,PayPal,Tablet,2,Sci-Fi,205,15,0,76,1.7,23,67,59,No,2,False,0,Other,True,0.30000000000000004
U112123,22,Other,Japan,27,Premium,7.99,Debit Card,Tablet,3,Sci-Fi,88,12,13,59,1.5,12,3,1,No,2,False,1,Other,True,0.18999999999999995
U117311,44,Male,France,12,Standard,7.99,PayPal,Tablet,2,Horror,269,4,12,50,1.2,11,47,38,No,0,False,0,Male,True,0.24
U133817,32,Female,Canada,25,Standard,12.99,Credit Card,Mobile,2,Romance,57,8,3,65,1.9,36,21,38,No,1,False,0,Female,True,0.24
U103617,38,Other,Brazil,59,Basic,12.99,Debit Card,Mobile,3,Comedy,103,4,9,71,4.0,38,4,52,No,2,False,1,Other,True,0.26
U101121,28,Other,Spain,4,Basic,12.99,Debit Card,Tablet,2,Comedy,20,16,3,72,1.4,14,44,31,Yes,2,False,0,Other,True,0.25
U148745,36,Female,Germany,4,Standard,12.99,PayPal,Mobile,1,Documentary,250,16,11,98,3.5,27,77,49,No,1,False,0,Female,True,0.28
U126185,27,Other,Germany,29,Standard,12.99,Debit Card,Smart TV,1,Romance,112,10,4,68,2.6,42,82,58,No,2,False,0,Other,True,0.29000000000000004
U131588,49,Male,Spain,25,Basic,12.99,UPI,Laptop,3,Horror,45,10,12,65,3.1,16,29,45,No,0,False,0,Male,True,0.6
U143813,47,Male,Canada,41,Standard,12.99,Debit Card,Tablet,3,Action,183,6,14,35,1.9,28,27,45,Yes,0,False,0,Male,True,0.24
U124803,63,Male,Germany,57,Basic,7.99,Credit Card,Tablet,3,Sci-Fi,135,18,10,66,4.0,34,79,9,No,0,False,1,Other,False,0.5800000000000001
U128452,20,Other,Canada,18,Standard,12.99,Credit Card,Laptop,1,Comedy,79,4,11,83,1.0,34,1,47,No,2,False,1,Male,False,0.65
U135351,18,Other,Brazil,49,Basic,12.99,Credit Card,Smart TV,1,Drama,29,8,7,83,2.2,17,36,52,No,2,False,0,Other,True,0.51
U132605,46,Male,UK,34,Standard,7.99,UPI,Tablet,3,Thriller,104,2,0,44,3.4,12,80,59,Yes,0,False,0,Male,True,0.21999999999999997
U131577,38,Female,France,23,Standard,12.99,Debit Card,Laptop,3,Romance,20,7,11,94,4.2,13,69,32,Yes,1,False,0,Female,True,0.15000000000000002
U132897,36,Female,Spain,50,Premium,12.99,UPI,Tablet,2,Comedy,41,8,13,74,3.8,19,30,58,Yes,1,False,0,Female,True,0.21999999999999997
U121748,56,Other,Spain,23,Standard,7.99,UPI,Laptop,3,Documentary,197,13,13,62,1.5,40,53,24,No,2,False,0,Other,True,0.19999999999999996
U110210,63,Male,India,58,Standard,15.99,UPI,Smart TV,2,Romance,49,5,6,84,1.1,2,89,38,No,0,True,3,Male,True,0.31999999999999995
U130478,32,Other,Japan,56,Premium,7.99,UPI,Smart TV,2,Romance,96,6,7,51,3.3,41,34,34,Yes,2,False,0,Other,True,0.28
U124526,29,Female,India,1,Premium,7.99,Debit Card,Mobile,2,Thriller,101,9,6,31,2.9,32,39,55,No,1,False,1,Male,False,0.6
U139453,57,Male,UK,18,Standard,15.99,PayPal,Tablet,3,Romance,26,7,0,98,3.8,39,49,0,No,0,True,3,Male,True,0.22999999999999998
U148002,56,Other,India,44,Basic,7.99,Debit Card,Laptop,1,Action,23,6,5,41,3.4,25,68,17,No,2,False,0,Other,True,0.30000000000000004
U121365,23,Male,Australia,39,Basic,15.99,UPI,Tablet,2,Drama,56,8,9,87,1.7,33,25,50,No,0,False,0,Male,True,0.24
U122815,45,Female,Japan,8,Premium,15.99,Credit Card,Tablet,3,Romance,21,13,10,57,1.6,3,97,54,Yes,1,True,3,Male,False,0.63
U133753,46,Female,USA,28,Premium,7.99,Credit Card,Tablet,3,Romance,214,17,14,52,4.7,13,21,42,No,1,False,0,Female,True,0.32999999999999996
U141619,36,Other,Japan,4,Basic,12.99,PayPal,Laptop,2,Action,59,11,9,31,3.5,11,99,55,No,2,False,2,Male,False,0.62
U120330,40,Male,Japan,21,Basic,15.99,Credit Card,Smart TV,1,Romance,284,18,7,72,2.2,13,47,47,Yes,0,False,0,Male,True,0.31000000000000005
U127651,64,Male,Brazil,53,Basic,15.99,UPI,Mobile,2,Horror,41,18,4,53,2.5,27,58,9,No,0,False,0,Male,True,0.28
U116033,60,Male,USA,8,Standard,15.99,PayPal,Laptop,1,Sci-Fi,277,2,12,68,2.2,44,19,59,No,0,True,3,Male,True,0.24
U145693,58,Other,USA,41,Basic,12.99,PayPal,Laptop,2,Romance,221,17,4,72,1.0,18,16,27,No,2,False,0,Other,True,0.29000000000000004
U143867,34,Other,Germany,53,Standard,12.99,UPI,Smart TV,1,Romance,32,15,10,60,1.9,27,78,22,Yes,2,False,0,Other,True,0.24
U107879,31,Male,Germany,36,Standard,15.99,Credit Card,Laptop,2,Drama,30,18,3,95,4.7,43,19,3,No,0,True,3,Male,True,0.25
U102084,18,Male,Germany,10,Basic,12.99,UPI,Smart TV,3,Romance,201,12,2,35,3.1,31,68,28,Yes,0,False,0,Female,False,0.62
U136920,29,Female,Japan,48,Basic,15.99,UPI,Mobile,1,Sci-Fi,81,18,1,75,2.7,23,19,21,No,1,False,0,Female,True,0.29000000000000004
U112687,24,Male,Australia,43,Basic,15.99,Debit Card,Tablet,1,Romance,165,14,8,50,3.5,38,19,30,No,0,False,0,Male,True,0.29000000000000004
U113321,33,Male,India,13,Premium,7.99,PayPal,Tablet,3,Action,162,14,7,97,3.1,33,85,18,No,0,False,0,Male,True,0.22999999999999998
U117832,20,Female,India,46,Basic,7.99,UPI,Mobile,3,Sci-Fi,214,13,9,90,2.2,40,96,58,No,1,True,4,Female,True,0.26
U132610,58,Female,Australia,6,Premium,7.99,UPI,Tablet,3,Romance,276,5,12,60,1.7,48,69,3,No,1,False,2,Female,True,0.20999999999999996
U146168,18,Female,Australia,43,Basic,12.99,PayPal,Tablet,3,Documentary,39,3,12,98,1.2,29,91,36,No,1,True,3,Female,True,0.19999999999999996
U145417,20,Male,UK,14,Premium,12.99,PayPal,Smart TV,3,Action,47,8,8,93,4.2,32,49,35,No,0,False,0,Male,True,0.28
U104035,21,Other,India,14,Standard,7.99,UPI,Laptop,2,Documentary,19,8,0,99,3.1,8,44,24,Yes,2,False,1,Other,True,0.25
U123656,35,Female,UK,42,Standard,7.99,UPI,Smart TV,1,Documentary,117,17,9,77,1.2,23,62,25,No,1,False,0,Female,True,0.26
U119012,52,Male,Australia,12,Premium,7.99,Credit Card,Laptop,2,Documentary,10,4,7,38,3.7,39,29,26,Yes,0,False,1,Male,True,0.61
U144033,19,Other,Canada,31,Premium,12.99,Debit Card,Smart TV,1,Horror,68,19,3,63,2.2,0,43,24,No,2,False,1,Other,True,0.20999999999999996
U100399,40,Other,Brazil,8,Standard,12.99,PayPal,Smart TV,1,Sci-Fi,137,1,11,34,4.9,29,8,46,No,2,False,1,Other,True,0.26
U128160,47,Other,Canada,10,Standard,15.99,Debit Card,Smart TV,3,Documentary,52,4,9,89,1.4,47,13,9,No,2,False,2,Male,False,0.61
U117436,43,Other,France,54,Basic,7.99,UPI,Mobile,1,Sci-Fi,35,18,7,57,5.0,15,33,17,No,2,False,0,Other,True,0.26
U141095,25,Male,Spain,9,Standard,15.99,Debit Card,Smart TV,2,Horror,202,1,0,52,2.2,44,21,32,No,0,False,0,Female,False,0.62
U122494,27,Male,France,5,Basic,12.99,UPI,Tablet,1,Thriller,208,9,4,84,3.7,0,87,51,No,0,False,1,Male,True,0.56
U130822,24,Other,India,55,Premium,7.99,UPI,Smart TV,1,Comedy,222,3,8,57,1.9,35,36,23,No,2,False,0,Other,True,0.31000000000000005
U120050,22,Male,France,48,Standard,12.99,UPI,Smart TV,3,Horror,258,7,14,52,4.2,25,42,27,No,0,False,0,Female,False,0.63
U140022,49,Other,Spain,16,Premium,12.99,PayPal,Smart TV,2,Action,56,6,8,92,1.7,0,12,38,No,2,False,0,Other,True,0.54
U112759,61,Male,UK,15,Standard,7.99,PayPal,Laptop,3,Documentary,121,1,5,66,3.2,38,55,50,No,0,False,1,Male,True,0.65
U131166,52,Male,Brazil,24,Basic,7.99,UPI,Mobile,1,Romance,11,13,4,96,3.9,18,70,25,No,0,False,0,Male,True,0.30000000000000004
U106467,64,Other,USA,43,Standard,15.99,Debit Card,Tablet,1,Action,272,11,2,94,1.8,2,30,18,No,2,False,2,Other,True,0.27
U132237,35,Female,Brazil,33,Standard,15.99,Credit Card,Mobile,2,Action,275,15,7,75,2.3,1,83,36,No,1,False,0,Female,True,0.30000000000000004
U101372,43,Male,USA,25,Premium,7.99,Debit Card,Mobile,1,Documentary,207,18,4,58,3.8,7,95,46,No,0,False,0,Male,True,0.20999999999999996
U138358,29,Other,India,5,Premium,7.99,UPI,Tablet,1,Documentary,206,16,0,44,3.2,32,43,19,No,2,False,0,Other,True,0.27
U100926,36,Male,USA,31,Basic,12.99,PayPal,Tablet,3,Comedy,127,15,13,71,3.2,41,6,52,No,0,False,0,Male,True,0.22999999999999998
U135817,57,Other,Australia,39,Standard,12.99,Debit Card,Laptop,2,Action,148,14,7,77,1.2,10,90,7,Yes,2,False,0,Male,False,0.56
U110115,39,Other,USA,16,Basic,12.99,UPI,Laptop,1,Drama,127,5,4,65,4.5,23,4,28,No,2,False,0,Other,True,0.29000000000000004
U108318,51,Other,Germany,2,Standard,7.99,Debit Card,Tablet,2,Action,52,1,8,62,2.4,9,68,12,Yes,2,False,0,Other,True,0.24
U126072,19,Male,India,59,Premium,7.99,Credit Card,Laptop,1,Romance,25,6,13,42,4.7,37,20,27,No,0,True,3,Male,True,0.26
U129729,31,Other,Brazil,23,Standard,7.99,Debit Card,Mobile,2,Drama,31,8,9,93,1.4,1,20,4,No,2,False,1,Other,True,0.21999999999999997
U109625,27,Other,USA,7,Premium,7.99,Credit Card,Smart TV,3,Romance,186,12,10,62,2.5,38,13,40,No,2,False,0,Other,True,0.20999999999999996
U103785,32,Other,Spain,55,Standard,12.99,Debit Card,Tablet,1,Thriller,231,3,2,56,4.6,31,96,54,No,2,False,0,Other,True,0.22999999999999998
U120885,24,Other,Canada,33,Standard,15.99,UPI,Smart TV,3,Horror,126,12,12,76,3.5,48,90,31,Yes,2,False,0,Other,True,0.31000000000000005
U106904,41,Female,India,51,Standard,15.99,PayPal,Tablet,1,Horror,245,2,7,72,3.2,29,96,40,Yes,1,False,0,Female,True,0.26
U106478,36,Other,Australia,49,Standard,12.99,Credit Card,Tablet,3,Drama,193,6,11,51,4.9,27,3,5,No,2,False,0,Other,True,0.22999999999999998
U127148,42,Female,Brazil,58,Standard,7.99,PayPal,Smart TV,2,Romance,44,6,6,41,4.3,2,90,29,Yes,1,False,0,Female,True,0.22999999999999998
U133657,32,Other,UK,18,Premium,7.99,Credit Card,Mobile,1,Sci-Fi,251,15,2,85,4.5,21,86,15,No,2,False,0,Other,True,0.30000000000000004
U138899,48,Other,Spain,43,Standard,15.99,PayPal,Smart TV,2,Romance,194,12,6,99,1.5,7,92,40,No,2,False,0,Other,True,0.25
U126816,39,Other,India,59,Premium,7.99,UPI,Laptop,3,Romance,42,9,14,90,1.8,49,24,54,No,2,False,2,Female,False,0.5900000000000001
U135546,53,Female,Brazil,5,Standard,15.99,Debit Card,Tablet,1,Sci-Fi,254,18,5,97,1.6,47,98,29,No,1,True,4,Female,True,0.19999999999999996
U141571,61,Male,Germany,56,Premium,12.99,Debit Card,Mobile,1,Comedy,104,11,14,87,2.2,36,84,55,No,0,False,0,Male,True,0.35
U124447,39,Female,Japan,55,Premium,15.99,UPI,Mobile,1,Documentary,48,11,11,67,2.7,30,4,36,No,1,False,0,Female,True,0.31000000000000005
U130245,30,Other,France,58,Standard,7.99,Credit Card,Laptop,2,Action,185,19,10,75,4.0,37,50,45,No,2,False,0,Other,True,0.20999999999999996
U122557,20,Other,Canada,53,Premium,12.99,Credit Card,Mobile,3,Drama,22,16,7,81,3.4,25,9,46,No,2,False,1,Male,False,0.65
U145578,27,Male,UK,27,Basic,12.99,PayPal,Laptop,1,Comedy,134,2,9,60,3.0,4,29,18,Yes,0,False,0,Male,True,0.61
U117735,53,Other,France,16,Basic,12.99,UPI,Smart TV,3,Comedy,25,14,1,40,3.9,21,0,20,No,2,False,1,Other,True,0.19999999999999996
U125980,55,Other,Spain,19,Standard,12.99,Credit Card,Smart TV,1,Drama,94,17,2,74,3.9,49,79,27,No,2,False,0,Other,True,0.26
U105864,26,Other,Australia,44,Premium,12.99,UPI,Mobile,1,Horror,192,7,12,56,1.6,30,52,0,No,2,False,0,Other,True,0.21999999999999997
U106529,60,Male,Brazil,21,Basic,7.99,Debit Card,Smart TV,2,Horror,64,18,12,94,3.0,30,70,52,No,0,False,0,Male,True,0.18999999999999995
U110536,35,Other,Spain,51,Premium,7.99,Credit Card,Smart TV,1,Drama,19,15,13,40,3.0,21,94,24,No,2,False,1,Other,True,0.56
U128212,24,Female,Brazil,53,Standard,12.99,Credit Card,Smart TV,2,Documentary,22,16,8,62,1.0,33,32,18,Yes,1,False,0,Female,True,0.22999999999999998
U107360,28,Other,Japan,20,Basic,15.99,UPI,Tablet,3,Comedy,244,4,0,59,3.7,12,72,9,Yes,2,False,0,Other,True,0.29000000000000004
U138902,45,Other,Canada,52,Premium,15.99,Credit Card,Mobile,3,Horror,40,1,6,98,2.1,40,48,56,No,2,False,2,Male,False,0.65
U112510,32,Other,Germany,10,Basic,15.99,UPI,Mobile,2,Horror,235,8,0,78,3.1,17,1,46,No,2,False,0,Other,True,0.14
U110453,62,Female,India,10,Basic,12.99,UPI,Mobile,3,Comedy,284,14,13,72,1.3,0,12,5,No,1,True,4,Female,True,0.19999999999999996
U118377,48,Female,Canada,25,Standard,7.99,PayPal,Laptop,1,Thriller,211,12,4,87,3.6,28,76,5,No,1,False,0,Female,True,0.62
U120737,54,Male,USA,53,Basic,12.99,UPI,Tablet,2,Documentary,123,13,4,44,2.8,4,71,34,No,0,False,0,Male,True,0.29000000000000004
U143335,37,Other,Germany,33,Standard,15.99,UPI,Smart TV,1,Horror,183,7,6,48,3.5,12,86,36,No,2,False,0,Other,True,0.26
U108393,54,Female,Australia,20,Standard,12.99,PayPal,Mobile,1,Horror,21,12,3,37,2.1,41,99,6,No,1,False,1,Male,False,0.5900000000000001
U121102,41,Male,Germany,58,Premium,7.99,Debit Card,Laptop,2,Romance,132,16,6,88,2.4,13,28,54,No,0,False,0,Male,True,0.5800000000000001
U101162,54,Male,UK,15,Premium,15.99,Debit Card,Smart TV,2,Sci-Fi,153,8,3,71,1.5,5,94,52,No,0,False,1,Male,True,0.18999999999999995
U102531,45,Female,USA,54,Standard,12.99,Credit Card,Smart TV,3,Comedy,119,4,1,34,1.6,15,92,30,No,1,False,0,Male,False,0.5900000000000001
U107844,29,Male,India,37,Basic,7.99,UPI,Laptop,3,Horror,84,14,1,39,4.8,11,1,33,No,0,False,0,Male,True,0.18999999999999995
U126047,57,Other,Germany,33,Standard,15.99,Debit Card,Smart TV,1,Sci-Fi,187,6,13,70,3.8,32,35,40,No,2,False,0,Male,False,0.5800000000000001
U139016,26,Female,Spain,7,Premium,12.99,Credit Card,Mobile,2,Drama,286,2,9,31,1.8,29,90,37,No,1,False,1,Female,True,0.24
U141842,32,Male,Spain,43,Standard,7.99,PayPal,Mobile,3,Sci-Fi,242,1,11,47,3.0,30,85,12,No,0,False,0,Male,True,0.22999999999999998
U112702,28,Male,Japan,17,Premium,12.99,UPI,Tablet,2,Romance,134,11,3,88,2.1,15,64,49,No,0,False,0,Male,True,0.27
U133512,27,Female,Germany,37,Premium,12.99,UPI,Mobile,2,Documentary,253,6,0,30,4.0,26,42,26,No,1,False,0,Other,False,0.5800000000000001
U119802,59,Male,India,30,Standard,15.99,UPI,Smart TV,3,Documentary,290,12,0,58,4.2,20,70,26,Yes,0,False,0,Female,False,0.61
U105751,59,Female,USA,57,Standard,15.99,Credit Card,Laptop,1,Documentary,47,5,12,33,1.1,37,56,29,No,1,False,1,Male,False,0.63
U134355,27,Male,Spain,36,Basic,15.99,Credit Card,Mobile,3,Comedy,80,4,14,96,2.5,1,13,29,No,0,False,1,Male,True,0.35
U130769,51,Other,France,10,Standard,15.99,UPI,Smart TV,2,Comedy,222,5,11,47,4.2,44,27,4,No,2,False,0,Other,True,0.26
U136492,60,Female,France,6,Standard,7.99,PayPal,Laptop,1,Sci-Fi,105,11,4,56,3.2,3,27,52,No,1,False,1,Male,False,0.56
U125057,59,Other,UK,32,Premium,12.99,PayPal,Tablet,3,Comedy,34,18,12,79,3.4,47,81,21,No,2,False,0,Other,True,0.28
U115821,29,Male,Germany,51,Premium,12.99,UPI,Mobile,2,Drama,57,16,4,47,4.1,6,17,53,No,0,False,0,Male,True,0.5
U128283,19,Other,Brazil,35,Standard,12.99,PayPal,Smart TV,1,Drama,146,1,11,94,1.8,2,13,34,Yes,2,False,2,Other,True,0.31999999999999995
